SGO Report ID,SGO Report Version,Year Month,Location,Crash Type,Is NHTSA Reportable In-Transport,Is NHTSA Reportable In-Transport Delta-V Less than 1 MPH,Is Police-Reported,Is Any-Injury-Reported,Is Airbag Deployment,Is Suspected Serious Injury+,Incident Date,Location Address / Description,Zip Code
30270-5758,1,202305,SAN_FRANCISCO,Single Vehicle,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,05/06/2023,Post Street at Webster Street,94115
30270-5756,1,202305,PHOENIX,V2V Head-on,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,05/05/2023,E Roeser Road at S 40th Street,85040
30270-5612,1,202305,PHOENIX,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,05/14/2023,1613 N. 18th St.,85006
30270-5611,1,202305,PHOENIX,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,05/14/2023,1613 N. 18th St.,85006
30270-5456,2,202305,SAN_FRANCISCO,Cyclist,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,05/07/2023,Bay Street near Mason Street,94133
30270-5593,1,202304,SAN_FRANCISCO,V2V Lateral,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,04/30/2023,Oak Street at Octavia Boulevard,94102
30270-5592,1,202304,SAN_FRANCISCO,V2V Backing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,04/28/2023,25th Street at Sanchez Street,94114
30270-5591,1,202304,PHOENIX,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,04/24/2023,North Central Avenue at West Encanto Boulevard,85004
30270-5588,1,202304,PHOENIX,V2V Intersection,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,04/13/2023,South McClintock Drive at parking lot driveway near East Warner Road,85284
30270-5208,2,202304,SAN_FRANCISCO,V2V Lateral,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,04/06/2023,Randall Street near Harper Street,94131
30270-5319,1,202303,PHOENIX,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,03/08/2023,200 block of N. 5th Avenue,85003
30270-5318,1,202303,SAN_FRANCISCO,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,03/01/2023,8077 O'Farrell Street,94118
30270-5114,2,202303,SAN_FRANCISCO,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,03/20/2023,Bayshore Boulevard near Jerrold Avenue,94124
30270-5085,2,202302,SAN_FRANCISCO,V2V Lateral,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,02/25/2023,25th St and Noe Street,94114
30270-5083,1,202302,SAN_FRANCISCO,V2V Intersection,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,02/24/2023,Toland St and Hudson Ave,94124
30270-5081,1,202302,SAN_FRANCISCO,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,02/15/2023,North Point St and Buchanan Street,94123
30270-4882,1,202301,PHOENIX,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1/23/2023,N Alma School Rd & W Commonwealth Ave,85224
30270-4880,1,202301,PHOENIX,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1/19/2023,116 E Roosevelt Street,85004
30270-4768,2,202301,PHOENIX,Motorcycle,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1/21/2023,E. Van Buren Street at N. 24th Place,85008
30270-4363,2,202212,PHOENIX,Single Vehicle,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12/4/2022,4100 block of N S. Herrera Way,85012
30270-4484,1,202211,PHOENIX,V2V Head-on,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,11/7/2022,500 block of W. Willetta Street,85003
30270-3842,1,202208,SAN_FRANCISCO,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8/10/2022,Clayton Street at Market Street,94114
30270-3838,1,202208,PHOENIX,V2V Backing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,8/8/2022,1919 N. Dobson Road,85224
30270-1730,1,202110,PHOENIX,V2V Backing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10/19/2021,700 block of S. El Dorado,85202
30270-1583,1,202110,PHOENIX,V2V F2R,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,10/23/2021,W. Chandler Boulevard and S. Chandler Village Drive,85226
30270-1501,1,202109,PHOENIX,V2V Backing,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9/21/2021,909 E. Minton Dr.,85282
N/A,#N/A,202105,PHOENIX,V2V F2R,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,05/28/2021,S McClintock Drive at E Baseline Rd,85283
N/A,#N/A,202009,PHOENIX,V2V F2R,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,9/15/2020,849 S Dobbson Rd,85202
